"","mz","mzmin","mzmax","rt","rtmin","rtmax","into","intb","maxo","sn","sample"
"CP3614",100.865,100.865,100.865,750,717,778,340750.876115635,82195.089214601,9710.11685905978,0,1
"CP3615",100.865,100.865,100.865,562,531,585,285598.817204591,74625.4225080908,9878.88550385833,0,1
"CP0589",100.866,100.866,100.866,152,141,177,206480.216977652,50936.0746440185,9301.20900971815,0,1
"CP0590",100.866,100.866,100.866,410,392,424,205281.008679885,60363.1989640822,9930.77578488737,0,1
"CP3616",100.866,100.866,100.866,677,666,702,206480.216977652,50936.0746440185,9301.20900971815,0,1
"CP3617",100.866,100.866,100.866,935,917,949,205281.008679885,60363.1989640822,9930.77578488737,0,1
"CP1785",100.867,100.867,100.867,501,470,532,34242862.323347,31006140.9958046,3039377.19999025,8,1
"CP1142",100.868,100.868,100.868,200,185,215,151149.87726789,39636.1427337371,9546.55932961032,0,1
"CP1742",100.868,100.868,100.868,489,462,497,19626937.0346585,16615464.8745213,2381081.66385539,4,1
"CP3618",100.868,100.868,100.868,725,710,740,151149.87726789,39636.1427337371,9546.55932961032,0,1
"CP1355",100.869,100.869,100.869,494.799616327106,418,530,35718270.6932639,35431559.9543182,2379550.52406751,4,1
"CP1357",100.869,100.869,100.869,174,157,190,186496.907889377,47311.4828655458,9716.42998512834,0,1
"CP1358",100.869,100.869,100.869,372,346,381,203458.65506446,58470.1563732324,9889.44134442136,0,1
"CP1359",100.869,100.869,100.869,299,276,319,220061.785222497,49798.8033309912,9907.32432808727,0,1
"CP3619",100.869,100.869,100.869,699,682,715,186496.907889377,47311.4828655458,9716.42998512834,0,1
"CP3620",100.869,100.869,100.869,897,871,906,203458.65506446,58470.1563732324,9889.44134442136,0,1
"CP3621",100.869,100.869,100.869,960,941,978,208177.043846808,57000.9598265847,9975.45818332583,0,1
"CP3623",100.869,100.869,100.869,824,801,844,220061.785222497,49798.8033309912,9907.32432808727,0,1
"CP1356",100.869,100.869,100.869,81,58,106,224466.322835069,48364.4786157607,9952.13623158634,0,1
"CP3622",100.869,100.869,100.869,581,537,631,459377.847476862,93725.6800965589,9952.13623158634,0,1
"CP0957",100.87,100.87,100.87,40,15,69,290799.192446284,60765.5173461394,9952.00426317751,0,1
"CP0958",100.87,100.87,100.87,177,175,205,163523.120144382,41550.9194187508,9958.57110712677,0,1
"CP3626",100.87,100.87,100.87,702,700,730,163523.120144382,41550.9194187508,9958.57110712677,0,1
"CP0956",100.87,100.87,100.87,231,206,252,254538.519245107,64696.936108216,9929.15682028979,0,1
"CP1540",100.87,100.87,100.87,501,476,535,33764076.9653699,30879210.896919,3408850.40051018,14,1
"CP3624",100.87,100.87,100.87,756,731,777,254538.519245107,64696.936108216,9929.15682028979,0,1
"CP3625",100.87,100.87,100.87,563,534,591,313513.516206294,67664.9522046866,9952.00426317751,0,1
"CP3627",100.87,100.87,100.87,998,972,1000,148302.986870985,28761.9674931545,9607.41429822519,0,1
"CP0591",100.871,100.871,100.871,36,16,57,200404.288484715,50338.2088277388,9868.88452898711,0,1
"CP0592",100.871,100.871,100.871,306,288,324,187563.559974078,40834.7433000702,9449.55534068868,0,1
"CP1456",100.871,100.871,100.871,500,451,541,31375164.4924973,27224639.7154522,2431821.67319169,7,1
"CP3628",100.871,100.871,100.871,831,813,849,187563.559974078,40834.7433000702,9449.55534068868,0,1
"CP0593",100.871,100.871,100.871,214,172,215,214094.831435941,46977.3646035131,9458.88971211389,0,1
"CP3629",100.871,100.871,100.871,739,697,740,214094.831435941,46977.3646035131,9458.88971211389,0,1
"CP1474",100.872,100.872,100.872,501,475,529,29487828.3701096,26683965.4604881,2740254.79280248,9,1
"CP3630",100.873,100.873,100.873,706,679,726,266247.022952884,73349.8358708575,9891.02957304567,0,1
"CP3631",100.873,100.873,100.873,638,547,673,634652.687334456,160254.023031548,9969.09351088107,0,1
"CP3632",100.873,100.873,100.873,760,736,761,147582.511575893,38824.8342520052,9825.42383018881,0,1
"CP0594",100.874,100.874,100.874,167,147,186,216838.518066797,55334.6422509404,9747.59184522554,0,1
"CP3633",100.874,100.874,100.874,692,672,711,216838.518066797,55334.6422509404,9747.59184522554,0,1
"CP3634",100.874,100.874,100.874,961,960,979,118101.885605138,26304.8305491385,9988.95983677357,0,1
"CP1507",100.874,100.874,100.874,502,471,533,43885489.0976418,39641403.8711978,2693281.37263366,7,1
"CP3635",100.875,100.875,100.875,635,611,675,374220.836246386,97120.8347256498,9983.2713091746,0,1
"CP0595",100.875,100.875,100.875,59.9977315477394,1,158,615449.264785275,151260.462074788,9984.4955233857,0,1
"CP0596",100.875,100.875,100.875,212,183,234,260680.03134802,60050.7435606959,9693.14409419894,0,1
"CP3636",100.875,100.875,100.875,737,708,759,260680.03134802,60050.7435606959,9693.14409419894,0,1
"CP3637",100.875,100.875,100.875,971,968,999,132557.017060462,24629.93408861,9077.47275428846,0,1
"CP0597",100.876,100.876,100.876,77,55,96,233899.947355967,66984.3278286273,9832.52653153613,0,1
"CP0598",100.876,100.876,100.876,36,16,55,211683.206560556,55646.1745124536,9670.36171816289,0,1
"CP0599",100.876,100.876,100.876,382,381,456,381205.72065236,93328.0244004882,9931.25661741942,0,1
"CP3638",100.876,100.876,100.876,602,580,621,233899.947355967,66984.3278286273,9832.52653153613,0,1
"CP3639",100.876,100.876,100.876,943,857,911,267169.847032055,64947.7808323337,9931.25661741942,0,1
"CP1831",100.877,100.877,100.877,504,454,545,36339761.0400182,33880938.5806732,2962481.73941247,11,1
"CP1541",100.879,100.879,100.879,502,478,533,29653759.9473273,27125575.1264016,3202684.16762894,10,1
"CP2079",100.881,100.881,100.881,503,459,544,30747130.5863698,28642767.2857566,2518440.42056941,11,1
"CP1623",100.882,100.882,100.882,497,467,528,28349147.8489184,24875116.9201356,2222145.85267365,7,1
"CP1508",100.883,100.883,100.883,496,468,518,34060847.3339437,30252026.4321063,1852509.68559404,5,1
"CP0600",100.883,100.883,100.883,375.335829554454,305,458,235789.76836754,46640.4578192359,9978.98034984246,0,1
"CP0601",100.883,100.883,100.883,20,1,35,185965.646370314,37945.9125914771,9839.48995359242,0,1
"CP0602",100.883,100.883,100.883,234,200,253,272845.998175908,54223.4132052862,9504.53935889527,0,1
"CP1369",100.883,100.883,100.883,496,469,518,34056110.214276,30111351.4308233,1852509.68559404,4,1
"CP3640",100.883,100.883,100.883,759,725,778,272845.998175908,54223.4132052862,9504.53935889527,0,1
"CP3641",100.883,100.883,100.883,852,830,874,235789.76836754,46640.4578192359,9977.43430780247,0,1
"CP3642",100.883,100.883,100.883,918,902,921,108439.436007757,27882.6396633728,9978.98034984246,0,1
"CP1334",100.884,100.884,100.884,222,200,246,212841.424322687,46501.8328825435,9483.23072167113,0,1
"CP1335",100.884,100.884,100.884,273,246,297,251589.554515667,61731.2104272741,9719.53483531252,0,1
"CP1143",100.885,100.885,100.885,299,278,319,207948.427321389,44840.0064141469,9805.4232657887,0,1
"CP1144",100.885,100.885,100.885,428,391,462,376604.26631337,102266.952107488,9974.53111922368,0,1
"CP3643",100.885,100.885,100.885,824,803,844,207948.427321389,44840.0064141469,9805.4232657887,0,1
"CP3644",100.885,100.885,100.885,949,916,980,336285.619535483,92416.2988039466,9974.53111922368,0,1
"CP1743",100.885,100.885,100.885,501,494,528,24445716.1557876,21881346.7192286,2225812.53487335,6,1
"CP1441",100.886,100.886,100.886,499,467,528,37197426.522628,33127062.5696524,2706978.66085084,8,1
"CP1379",100.887,100.887,100.887,496,476,508,18039707.8115279,15267042.9149471,1606080.98047225,4,1
"CP1145",100.888,100.888,100.888,52,35,73,196783.596649766,49074.4374174968,9722.13790519163,0,1
"CP1146",100.888,100.888,100.888,99,73,119,249842.808400281,61944.5507121177,9854.68413215131,0,1
"CP3645",100.888,100.888,100.888,624,598,644,249842.808400281,61944.5507121177,9854.68413215131,0,1
"CP3646",100.888,100.888,100.888,556,528,597,377724.57731422,98981.8025080157,9781.81700920686,0,1
"CP0603",100.889,100.889,100.889,24.9281695278791,1,69,185103.292325512,57925.0525910135,9906.92417835817,0,1
"CP0604",100.889,100.889,100.889,213,177,215,216244.51876618,66392.4048838214,9861.09701218084,0,1
"CP0605",100.889,100.889,100.889,267,244,291,256415.546357166,65304.3099380761,9781.04870999232,0,1
"CP3647",100.889,100.889,100.889,738,702,740,216244.51876618,66392.4048838214,9861.09701218084,0,1
"CP3648",100.889,100.889,100.889,792,769,816,256415.546357166,65304.3099380761,9781.04870999232,0,1
"CP3649",100.889,100.889,100.889,577,537,594,307927.849355619,77241.3669741538,9906.92417835817,0,1
"CP1442",100.89,100.89,100.89,494,473,498,13114672.0218058,12188654.6113384,2777279.84536508,10,1
"CP0606",100.891,100.891,100.891,38,3,67,324273.292755242,68516.9386516594,9907.39261498675,0,1
"CP0607",100.891,100.891,100.891,198,178,220,200984.353278764,37412.1708067313,9414.06119382009,0,1
"CP3650",100.891,100.891,100.891,723,703,745,200984.353278764,37412.1708067313,9414.06119382009,0,1
"CP3651",100.891,100.891,100.891,999,984,1000,107278.356633615,24397.5589143633,9524.22169037163,0,1
"CP1685",100.891,100.891,100.891,500,464,536,27593114.8383327,25012790.0750133,2497585.28589993,10,1
"CP0608",100.892,100.892,100.892,96,95,113,104827.63613807,21912.1326087435,9310.83071045578,0,1
"CP0609",100.892,100.892,100.892,246,238,245,58074.4485766627,16978.3229893335,9733.72159292921,0,1
"CP1686",100.892,100.892,100.892,501,471,532,32566846.8394611,29500509.7357646,2832729.69801418,11,1
"CP3652",100.892,100.892,100.892,601,549,646,507259.425658267,114496.574702403,9932.43876611814,0,1
"CP3653",100.892,100.892,100.892,771,763,770,58074.4485766627,16978.3229893335,9733.72159292921,0,1
"CP0610",100.892,100.892,100.892,278,275,300,122410.205285996,21901.0940745598,9742.66551434994,0,1
"CP3654",100.892,100.892,100.892,803,800,825,122410.205285996,21901.0940745598,9742.66551434994,0,1
"CP0611",100.893,100.893,100.893,158,134,181,260094.378022477,71302.5728154133,9747.52785405144,0,1
"CP0612",100.893,100.893,100.893,356,322,382,267666.918339673,63276.1621500425,9382.23921693861,0,1
"CP0613",100.893,100.893,100.893,294,280,295,78635.1925553754,16492.7235590986,9748.79948887974,0,1
"CP1581",100.893,100.893,100.893,503,480,535,27240621.5060931,25175344.6526868,1741527.76268951,7,1
"CP3655",100.893,100.893,100.893,683,659,706,260094.378022477,71302.5728154133,9747.52785405144,0,1
"CP3656",100.893,100.893,100.893,881,847,907,267666.918339673,63276.1621500425,9382.23921693861,0,1
"CP3657",100.893,100.893,100.893,819,805,820,78635.1925553754,16492.7235590986,9748.79948887974,0,1
"CP0960",100.894,100.894,100.894,385,363,402,257115.400435869,70495.8327368289,9916.39492800459,0,1
"CP0961",100.894,100.894,100.894,40,19,62,210662.077025045,38734.5861306184,9660.0894536823,0,1
"CP1990",100.894,100.894,100.894,504.251443160286,453,530,23090232.9551529,19912933.4763316,2766205.08440502,4,1
"CP0959",100.894,100.894,100.894,148,134,162,151828.454704955,38382.9317050358,9879.84164152294,0,1
"CP3658",100.894,100.894,100.894,673,659,687,151828.454704955,38382.9317050358,9879.84164152294,0,1
"CP3659",100.894,100.894,100.894,916,882,964,477911.876130383,123475.696151684,9916.39492800459,0,1
"CP1386",100.895,100.895,100.895,501,469,530,36430629.3636041,33892399.6094902,2208987.77047098,6,1
"CP1687",100.895,100.895,100.895,501,468,530,36436550.6489102,32159368.3462702,2208987.77047098,6,1
"CP0962",100.896,100.896,100.896,120,96,146,272340.225484222,61690.1055975741,9995.05276093259,0,1
"CP0963",100.896,100.896,100.896,172,170,207,202135.575781576,49503.7477786825,9480.3872751072,0,1
"CP1582",100.896,100.896,100.896,500,477,522,40479594.7169049,37840287.6918555,3024182.09129189,11,1
"CP3660",100.896,100.896,100.896,645,621,671,272340.225484222,61690.1055975741,9995.05276093259,0,1
"CP3661",100.896,100.896,100.896,697,695,732,202135.575781576,49503.7477786825,9480.3872751072,0,1
"CP0614",100.897,100.897,100.897,128,114,143,131880.066737067,31682.7357313911,9963.07764668018,0,1
"CP0615",100.897,100.897,100.897,302,281,322,197201.415125746,35754.1326159101,9628.63510707393,0,1
"CP1928",100.897,100.897,100.897,508,463,536,22806549.2095742,21142134.3842404,2077567.78792551,12,1
"CP3662",100.897,100.897,100.897,653,639,668,131880.066737067,31682.7357313911,9963.07764668018,0,1
"CP3663",100.897,100.897,100.897,827,806,847,197201.415125746,35754.1326159101,9628.63510707393,0,1
"CP0618",100.899,100.899,100.899,243,226,266,209971.697663423,58517.8008880414,9587.06841105595,0,1
"CP3665",100.899,100.899,100.899,768,751,791,209971.697663423,58517.8008880414,9587.06841105595,0,1
"CP0616",100.899,100.899,100.899,65,48,83,183635.854807217,48992.9229661817,9636.03984331712,0,1
"CP0617",100.899,100.899,100.899,181,162,198,185086.151896976,50231.9466461096,9639.24017967656,0,1
"CP3664",100.899,100.899,100.899,706,687,723,185086.151896976,50231.9466461096,9639.24017967656,0,1
"CP3666",100.899,100.899,100.899,972,951,999,227001.752436627,56568.5801216675,9933.22911206633,0,1
"CP3667",100.899,100.899,100.899,590,573,608,183635.854807217,48992.9229661817,9636.03984331712,0,1
"CP2041",100.9,100.9,100.9,501,479,522,30494759.7228655,29684074.1142596,2594570.96953275,21,1
"CP0619",100.9,100.9,100.9,429,414,479,1090780.0611624,846106.467212131,767117.910662523,0,1
"CP3668",100.9,100.9,100.9,959,939,971,185143.290273845,52949.7790329374,9970.63107555732,0,1
"CP1583",100.902,100.902,100.902,500,468,517,27423514.6925415,25042430.2176729,3252952.97333503,11,1
"CP1405",100.903,100.903,100.903,497,465,522,25334298.7299363,22813644.3197244,2387498.09557988,7,1
"CP3669",100.903,100.903,100.903,998,976,1000,130992.931795772,33257.9432791974,9804.05710171908,0,1
"CP1380",100.904,100.904,100.904,491,470,499,13918905.1078767,11360472.4482053,2081927.65922023,5,1
"CP1295",100.906,100.906,100.906,195,169,219,272410.665848292,64644.6193636103,9784.78353004903,0,1
"CP1296",100.906,100.906,100.906,146,118,167,261748.521970585,71434.9828307379,9928.81034268066,0,1
"CP1297",100.906,100.906,100.906,332,331,334,22642.4248819239,4400.87808330247,9064.82585938647,0,1
"CP3670",100.906,100.906,100.906,720,694,744,272410.665848292,64644.6193636103,9784.78353004903,0,1
"CP3671",100.906,100.906,100.906,671,643,692,261748.521970585,71434.9828307379,9928.81034268066,0,1
"CP3672",100.906,100.906,100.906,857,856,859,22642.4248819239,4400.87808330247,9064.82585938647,0,1
"CP1991",100.907,100.907,100.907,502,475,531,34469471.288008,30625707.5712694,2497364.69010874,6,1
"CP0620",100.907,100.907,100.907,284,256,285,157467.510055285,36772.7426305116,9888.38927587494,0,1
"CP3673",100.907,100.907,100.907,809,781,810,157467.510055285,36772.7426305116,9888.38927587494,0,1
"CP0621",100.908,100.908,100.908,321,295,348,268940.818556584,61447.9744309532,9853.99128869176,0,1
"CP0622",100.908,100.908,100.908,208,207,245,206194.176324643,47586.8004798452,9918.44656411558,0,1
"CP3674",100.908,100.908,100.908,877.116535891979,820,942,268940.818556584,61447.9744309532,9928.35753597319,0,1
"CP3675",100.908,100.908,100.908,733,732,770,206194.176324643,47586.8004798452,9918.44656411558,0,1
"CP0623",100.908,100.908,100.908,397,396,469,369456.041827798,82987.6330285911,9928.35753597319,0,1
"CP0964",100.909,100.909,100.909,66,62,71,64458.9503877796,19023.8793592757,9563.82558913901,0,1
"CP1457",100.909,100.909,100.909,500,467,522,37306962.3686182,34397236.7486039,3599960.0459123,12,1
"CP0965",100.909,100.909,100.909,144,142,163,114196.307542734,34949.1992957676,9645.39075037464,0,1
"CP0966",100.909,100.909,100.909,311,290,331,183697.814932093,41231.7888645152,9929.15487615392,0,1
"CP3676",100.909,100.909,100.909,669,667,688,114196.307542734,34949.1992957676,9645.39075037464,0,1
"CP3677",100.909,100.909,100.909,836,815,856,183697.814932093,41231.7888645152,9929.15487615392,0,1
"CP3678",100.909,100.909,100.909,595,534,600,369519.782790449,96462.1253968416,9563.82558913901,0,1
"CP1360",100.91,100.91,100.91,22,1,48,234496.433797758,43386.732059974,9570.57062536478,0,1
"CP1361",100.91,100.91,100.91,100,83,113,141409.172604326,30495.1583975206,9604.25219032913,0,1
"CP1362",100.91,100.91,100.91,154,122,155,183160.84924154,47127.4957454196,9797.65534633771,0,1
"CP3679",100.91,100.91,100.91,625,608,638,141409.172604326,30495.1583975206,9604.25219032913,0,1
"CP3680",100.91,100.91,100.91,679,647,680,183160.84924154,47127.4957454196,9797.65534633771,0,1
"CP1584",100.91,100.91,100.91,499,471,524,35078857.6322074,32727457.2181902,2390925.55330812,11,1
"CP0624",100.911,100.911,100.911,103,84,123,203254.306528252,42087.0374199613,9969.46803759784,0,1
"CP1372",100.911,100.911,100.911,497,470,531,37938228.6018754,32962370.8801937,2768871.6846444,4,1
"CP3681",100.911,100.911,100.911,628,609,648,203254.306528252,42087.0374199613,9969.46803759784,0,1
"CP1147",100.913,100.913,100.913,135,119,153,191942.635772284,54098.703029673,9943.36254429072,0,1
"CP1148",100.913,100.913,100.913,267,243,288,238805.639359634,61121.5803879671,9665.02071591094,0,1
"CP3682",100.913,100.913,100.913,660,644,678,191942.635772284,54098.703029673,9943.36254429072,0,1
"CP3683",100.913,100.913,100.913,792,768,813,238805.639359634,61121.5803879671,9665.02071591094,0,1
"CP3684",100.913,100.913,100.913,953,931,974,224835.164172109,57304.2210914159,9924.87796349451,0,1
"CP1149",100.913,100.913,100.913,453,407,471,324572.910049465,75943.6487377836,9924.87796349451,0,1
"CP0625",100.914,100.914,100.914,40,16,56,229156.400109641,56088.7517137074,9754.58432221785,0,1
"CP0626",100.914,100.914,100.914,286,254,312,271722.596252803,63165.450740141,9740.94625562429,0,1
"CP0627",100.914,100.914,100.914,346,345,374,137672.680702526,28945.7829515649,9853.1254963018,0,1
"CP0628",100.914,100.914,100.914,137,116,138,121034.265572671,30894.2537156405,9597.6179628633,0,1
"CP1458",100.914,100.914,100.914,504,500,502,4015441.93034057,3650536.24093079,1637499.9977451,5,1
"CP3685",100.914,100.914,100.914,811,779,837,271722.596252803,63165.450740141,9740.94625562429,0,1
"CP3686",100.914,100.914,100.914,984,968,999,142829.506646376,35030.1965736441,9928.79076628014,0,1
"CP3687",100.914,100.914,100.914,871,870,906,184347.515867557,44586.8292917933,9853.1254963018,0,1
"CP3688",100.914,100.914,100.914,662,641,663,121034.265572671,30894.2537156405,9597.6179628633,0,1
"CP1929",100.915,100.915,100.915,501,499,540,17823986.6189662,15523695.3386949,2767099.28956303,7,1
